Date,Opp,Name,ERA,FIP
Apr 28,TOR,Kevin Gausman,2.19,0.60
Apr 28,SFG,Carlos Rodon,1.17,0.98
Apr 28,MIA,Pablo Lopez,0.39,1.66
Apr 28,ATL,Kyle Wright,1.06,0.76
Apr 28,NYM,Max Scherzer,1.80,2.07
Apr 28,NYY,Michael King,0.69,0.73
Apr 28,SDP,Joe Musgrove,2.16,2.39
Apr 28,ATL,Max Fried,3.00,2.28
Apr 28,STL,Miles Mikolas,1.21,2.31
Apr 28,DET,Tarik Skubal,2.30,1.26
Apr 28,OAK,Paul Blackburn,1.35,1.61
Apr 28,ARI,Merrill Kelly,1.69,2.03
Apr 28,SEA,Logan Gilbert,0.40,2.40
Apr 28,LAA,Shohei Ohtani,4.19,2.13
Apr 28,CHW,Dylan Cease,3.27,2.52
Apr 28,OAK,Frankie Montas,3.28,2.75
Apr 28,TBR,Shane McClanahan,2.45,2.29
Apr 28,NYY,Nestor Cortes,1.15,1.33
Apr 28,NYM,Tylor Megill,2.35,2.72
Apr 28,LAA,Patrick Sandoval,0.00,1.65
Apr 28,MIA,Jesus Luzardo,3.77,1.37
Apr 28,MIN,Dylan Bundy,0.59,1.74
Apr 28,LAD,Clayton Kershaw,2.65,2.11
Apr 28,CIN,Tyler Mahle,6.88,2.47
Apr 28,STL,Steven Matz,6.11,2.09
Apr 28,PHI,Zach Eflin,3.20,3.01
Apr 28,MIN,Joe Ryan,1.17,2.98
Apr 28,SFG,Logan Webb,2.96,2.87
Apr 28,MIN,Chris Paddack,3.68,1.75
Apr 28,MIL,Corbin Burnes,1.75,3.00
Apr 28,MIL,Brandon Woodruff,5.30,2.68
Apr 28,ARI,Zac Gallen,0.60,2.25
Apr 28,CHC,Keegan Thompson,0.54,2.15
Apr 28,NYM,Chris Bassitt,2.25,3.15
Apr 28,MIA,Sandy Alcantara,1.78,3.35
Apr 28,CHW,Michael Kopech,0.64,2.26
Apr 28,MIL,Josh Hader,0.00,1.18
Apr 28,LAD,Walker Buehler,2.55,3.32
Apr 28,TOR,Ross Stripling,3.60,2.31
Apr 28,CLE,Shane Bieber,2.82,2.98
Apr 28,LAA,Noah Syndergaard,2.12,2.88
Apr 28,NYM,Carlos Carrasco,4.50,3.02
Apr 28,SFG,Alex Cobb,4.82,0.76
Apr 28,COL,Chad Kuhl,1.10,2.81
Apr 28,LAD,Andrew Heaney,0.00,1.18
Apr 28,BAL,Jorge Lopez,2.00,1.56
Apr 28,SDP,MacKenzie Gore,1.76,2.53
Apr 28,HOU,Rafael Montero,0.00,0.11
Apr 28,BOS,Garrett Whitlock,0.66,1.87
Apr 28,MIL,Eric Lauer,2.20,2.62
Apr 28,MIL,Brad Boxberger,0.00,1.89
Apr 28,WSN,Victor Arano,1.80,0.91
Apr 28,CHC,Kyle Hendricks,3.98,3.36
Apr 28,MIL,Adrian Houser,3.52,3.18
Apr 28,STL,Adam Wainwright,3.86,3.26
Apr 28,TBR,J.P. Feyereisen,0.00,0.66
Apr 28,KCR,Josh Staumont,3.38,1.61
Apr 28,PIT,David Bednar,0.00,1.24
Apr 28,KCR,Brad Keller,2.55,3.11
Apr 28,PHI,Kyle Gibson,3.47,3.71
Apr 28,SEA,Erik Swanson,0.00,0.34
Apr 28,CHW,Lucas Giolito,1.13,1.24
Apr 28,CLE,Triston McKenzie,3.71,3.29
Apr 28,PIT,Wil Crowe,0.63,1.79
Apr 28,LAD,Tony Gonsolin,1.59,3.17
Apr 28,BAL,Bruce Zimmermann,1.20,2.85
Apr 28,COL,Kyle Freeland,6.16,4.11
Apr 28,KCR,Zack Greinke,2.86,3.84
Apr 28,TEX,Brock Burke,1.86,0.73
Apr 28,CLE,Trevor Stephan,0.00,1.11
Apr 28,COL,Austin Gomber,4.20,3.31
Apr 28,SDP,Sean Manaea,3.47,3.76
Apr 28,ATL,A.J. Minter,3.52,0.90
Apr 28,NYY,Clay Holmes,0.93,1.46
Apr 28,TBR,Jalen Beeks,0.00,0.93
Apr 28,TEX,Martin Perez,3.86,2.90
Apr 28,BAL,John Means,3.38,2.11
Apr 28,SFG,Tyler Rogers,1.86,1.56
Apr 28,HOU,Framber Valdez,3.15,3.51
Apr 28,BAL,Dillon Tate,2.61,1.85
Apr 28,TBR,Drew Rasmussen,3.50,3.39
Apr 28,NYY,Jordan Montgomery,2.70,3.46
Apr 28,BOS,Tanner Houck,2.87,2.98
Apr 28,STL,Ryan Helsley,0.00,-0.68
Apr 28,LAD,Daniel Hudson,1.35,1.16
Apr 28,CHC,David Robertson,0.00,1.96
Apr 28,WSN,Josiah Gray,4.05,3.91
Apr 28,HOU,Hector Neris,0.96,1.93
Apr 28,COL,Tyler Kinley,0.00,1.20
Apr 28,ATL,Kenley Jansen,3.38,1.11
Apr 28,SFG,Jakob Junis,0.00,1.41
Apr 28,NYM,David Peterson,0.64,2.76
Apr 28,CHW,Kendall Graveman,1.74,2.14
Apr 28,COL,Antonio Senzatela,4.73,3.56
Apr 28,DET,Michael Fulmer,0.00,1.81
Apr 28,WSN,Sean Doolittle,0.00,0.86
Apr 28,SDP,Pierce Johnson,4.50,1.45
Apr 28,CIN,Jeff Hoffman,2.38,2.58
Apr 28,BOS,Matt Strahm,3.68,1.89
Apr 28,ARI,Humberto Castellanos,3.00,3.28
Apr 28,OAK,Dany Jimenez,0.00,1.61
Apr 28,TOR,Jordan Romano,1.93,2.79
Apr 28,NYY,Luis Severino,3.32,3.59
Apr 28,MIA,Trevor Rogers,6.94,3.20
Apr 28,BOS,Michael Wacha,1.77,4.05
Apr 28,NYM,Chasen Shreve,2.35,1.03
Apr 28,TBR,Jeffrey Springs,0.00,1.83
Apr 28,LAD,Julio Urias,2.50,4.39
Apr 28,SDP,Yu Darvish,4.43,4.05
Apr 28,SDP,Taylor Rogers,0.00,1.97
Apr 28,HOU,Justin Verlander,1.89,3.85
Apr 28,SEA,Diego Castillo,2.25,1.86
Apr 28,SDP,Steven Wilson,1.93,2.36
Apr 28,TOR,Alek Manoah,2.00,3.72
Apr 28,COL,Daniel Bard,2.57,2.83
Apr 28,CHC,Drew Smyly,2.45,4.07
Apr 28,NYM,Adam Ottavino,1.29,1.26
Apr 28,LAA,Raisel Iglesias,1.17,2.20
Apr 28,KCR,Collin Snider,3.68,2.29
Apr 28,TOR,Tim Mayza,1.35,1.31
Apr 28,LAD,Tyler Anderson,2.84,3.43
Apr 28,MIN,Bailey Ober,2.81,3.67
Apr 28,PIT,Dillon Peters,0.00,3.03
Apr 28,CHC,Scott Effross,2.57,0.97
Apr 28,HOU,Cristian Javier,1.35,2.81
Apr 28,CHC,Rowan Wick,1.35,1.31
Apr 28,TOR,David Phelps,2.45,1.89
Apr 28,MIL,Trevor Gott,2.45,2.57
Apr 28,TEX,Glenn Otto,2.89,3.33
Apr 28,ARI,Mark Melancon,1.13,3.11
Apr 28,NYY,Aroldis Chapman,0.00,2.57
Apr 28,DET,Joe Jimenez,2.57,1.83
Apr 28,NYM,Drew Smith,0.00,1.99
Apr 28,TBR,Josh Fleming,4.50,2.70
Apr 28,PIT,Chris Stratton,3.18,1.52
Apr 28,CIN,Justin Wilson,2.45,-0.71
Apr 28,WSN,Tanner Rainey,0.00,1.95
Apr 28,PHI,Aaron Nola,3.74,4.31
Apr 28,PHI,Corey Knebel,1.13,2.11
Apr 28,PHI,Seranthony Dominguez,3.52,2.20
Apr 28,SFG,John Brebbia,1.13,2.74
Apr 28,WSN,Erick Fedde,6.00,4.50
Apr 28,CLE,Sam Hentges,1.17,0.50
Apr 28,STL,Giovanny Gallegos,6.43,2.54
Apr 28,ARI,Madison Bumgarner,1.00,4.06
Apr 28,ARI,Kyle Nelson,0.00,2.20
Apr 28,STL,Andre Pallante,0.96,2.47
Apr 28,NYY,Lucas Luetge,6.00,1.95
Apr 28,SEA,Chris Flexen,3.63,4.04
Apr 28,MIN,Joe Smith,0.00,2.21
Apr 28,LAD,Justin Bruihl,2.35,2.33
Apr 28,TBR,Brooks Raley,3.18,1.35
Apr 28,TBR,Matt Wisler,1.93,3.22
Apr 28,DET,Alex Lange,2.70,1.91
Apr 28,DET,Tyler Alexander,7.20,3.71
Apr 28,SFG,Anthony DeSclafani,6.08,3.79
Apr 28,DET,Matt Manning,2.25,3.74
Apr 28,MIL,Freddy Peralta,7.50,3.78
Apr 28,ATL,Collin McHugh,5.63,2.24
Apr 28,LAD,Craig Kimbrel,2.25,1.11
Apr 28,SFG,Alex Wood,2.51,3.74
Apr 28,LAA,Jimmy Herget,6.48,2.27
Apr 28,CHC,Mychal Givens,3.52,2.59
Apr 28,- - -,Jesse Chavez,3.86,2.79
Apr 28,TOR,Adam Cimber,2.00,3.56
Apr 28,SDP,Luis Garcia,4.50,1.11
Apr 28,BAL,Cionel Perez,0.00,1.99
Apr 28,NYM,Trevor Williams,9.82,2.57
Apr 28,CLE,Zach Plesac,3.80,4.38
Apr 28,BOS,Kutter Crawford,9.00,2.54
Apr 28,BAL,Joey Krehbiel,1.04,2.65
Apr 28,CHW,Tanner Banks,0.00,2.53
Apr 28,PHI,Ranger Suarez,4.42,4.53
Apr 28,OAK,Zach Jackson,3.38,2.49
Apr 28,COL,Ashton Goudeau,4.00,3.89
