Date,Opp,Name,ERA,FIP
Jun 5,TOR,Kevin Gausman,2.51,1.54
Jun 5,DET,Tarik Skubal,2.15,1.99
Jun 5,TEX,Martin Perez,1.42,2.32
Jun 5,SDP,Joe Musgrove,1.64,2.73
Jun 5,PHI,Zack Wheeler,3.14,2.28
Jun 5,MIA,Sandy Alcantara,1.81,3.07
Jun 5,NYY,Gerrit Cole,2.78,2.56
Jun 5,NYY,Nestor Cortes,1.50,2.46
Jun 5,SFG,Carlos Rodon,3.44,2.48
Jun 5,SDP,MacKenzie Gore,1.50,2.20
Jun 5,TBR,Shane McClanahan,2.10,2.57
Jun 5,ATL,Max Fried,2.74,2.90
Jun 5,NYY,Jameson Taillon,2.30,2.86
Jun 5,TOR,Alek Manoah,1.98,3.00
Jun 5,CLE,Shane Bieber,3.12,2.77
Jun 5,MIA,Pablo Lopez,2.18,3.04
Jun 5,MIL,Corbin Burnes,2.50,3.11
Jun 5,OAK,Frankie Montas,3.20,3.07
Jun 5,SEA,Logan Gilbert,2.22,3.07
Jun 5,ATL,Kyle Wright,2.41,2.91
Jun 5,LAD,Tyler Anderson,2.59,3.09
Jun 5,NYM,Carlos Carrasco,3.63,2.90
Jun 5,MIL,Freddy Peralta,4.42,2.10
Jun 5,CHW,Dylan Cease,3.39,3.04
Jun 5,HOU,Framber Valdez,2.57,3.13
Jun 5,SFG,Logan Webb,3.82,3.22
Jun 5,PHI,Zach Eflin,3.88,3.01
Jun 5,LAA,Patrick Sandoval,2.70,2.63
Jun 5,PHI,Aaron Nola,3.92,3.41
Jun 5,ARI,Zac Gallen,2.32,2.95
Jun 5,BOS,Nick Pivetta,3.50,3.57
Jun 5,NYM,Max Scherzer,2.54,2.95
Jun 5,LAD,Tony Gonsolin,1.59,3.01
Jun 5,NYY,Michael King,3.00,1.98
Jun 5,OAK,Paul Blackburn,2.62,3.15
Jun 5,SDP,Sean Manaea,3.77,3.61
Jun 5,ATL,A.J. Minter,1.13,0.90
Jun 5,STL,Miles Mikolas,3.02,3.57
Jun 5,CIN,Tyler Mahle,5.43,3.73
Jun 5,MIL,Josh Hader,0.00,1.07
Jun 5,PHI,Kyle Gibson,3.83,3.45
Jun 5,SDP,Yu Darvish,4.03,3.44
Jun 5,STL,Ryan Helsley,0.42,1.00
Jun 5,HOU,Justin Verlander,2.23,3.73
Jun 5,ARI,Merrill Kelly,3.66,3.38
Jun 5,PIT,Jose Quintana,2.68,3.13
Jun 5,LAD,Clayton Kershaw,1.80,2.25
Jun 5,LAA,Shohei Ohtani,3.99,3.32
Jun 5,MIN,Joe Ryan,2.28,3.25
Jun 5,SFG,Alex Cobb,5.73,2.61
Jun 5,CHW,Michael Kopech,2.20,3.38
