Date,Opp,Name,ERA,FIP
Apr 19,SFG,Carlos Rodon,1.50,0.86
Apr 19,TOR,Kevin Gausman,4.22,0.49
Apr 19,ATL,Kyle Wright,1.64,0.93
Apr 19,NYY,Nestor Cortes,0.00,-0.21
Apr 19,SDP,Sean Manaea,1.42,2.59
Apr 19,CIN,Tyler Mahle,7.82,2.01
Apr 19,SDP,Joe Musgrove,1.42,1.93
Apr 19,NYM,Tylor Megill,0.00,0.98
Apr 19,SFG,Logan Webb,1.29,1.90
Apr 19,CHW,Dylan Cease,1.69,1.52
Apr 19,LAD,Andrew Heaney,0.00,1.18
Apr 19,LAD,Clayton Kershaw,3.00,1.95
Apr 19,MIA,Jesus Luzardo,1.80,-1.09
Apr 19,NYY,Michael King,1.17,1.29
Apr 19,ATL,Max Fried,5.73,2.02
Apr 19,DET,Tarik Skubal,3.72,1.35
Apr 19,PHI,Kyle Gibson,3.09,2.26
Apr 19,OAK,Paul Blackburn,1.80,1.41
Apr 19,OAK,Frankie Montas,3.63,3.17
Apr 19,MIN,Dylan Bundy,0.87,1.85
Apr 19,CHC,Keegan Thompson,0.00,1.97
Apr 19,WSN,Victor Arano,2.84,-0.05
Apr 19,ARI,Merrill Kelly,0.00,1.61
Apr 19,STL,Miles Mikolas,2.61,2.44
Apr 19,HOU,Justin Verlander,0.69,2.73
Apr 19,TBR,Shane McClanahan,2.40,2.85
Apr 19,CHC,Drew Smyly,0.00,2.39
Apr 19,CLE,Shane Bieber,2.70,2.21
Apr 19,TBR,Josh Fleming,4.05,0.26
Apr 19,BAL,John Means,3.38,2.11
Apr 19,MIA,Pablo Lopez,0.87,2.44
Apr 19,SFG,Anthony DeSclafani,4.32,1.67
Apr 19,NYM,Chris Bassitt,0.75,2.86
Apr 19,STL,Adam Wainwright,3.48,2.44
Apr 19,COL,Chad Kuhl,0.87,2.82
Apr 19,LAA,Noah Syndergaard,1.59,3.02
Apr 19,CHC,Justin Steele,1.93,2.15
Apr 19,SEA,Logan Gilbert,0.90,2.81
Apr 19,MIL,Trevor Gott,0.00,1.18
Apr 19,SFG,Alex Cobb,3.60,0.31
Apr 19,COL,German Marquez,3.97,3.11
Apr 19,NYM,Carlos Carrasco,0.84,2.46
Apr 19,BAL,Bruce Zimmermann,0.00,2.22
Apr 19,TEX,Taylor Hearn,4.70,1.68
Apr 19,TBR,Jalen Beeks,0.00,0.30
Apr 19,HOU,Rafael Montero,0.00,-0.89
Apr 19,LAD,Tyler Anderson,2.25,1.86
Apr 19,CHW,Michael Kopech,1.00,3.00
Apr 19,TBR,J.P. Feyereisen,0.00,0.49
Apr 19,WSN,Sean Doolittle,0.00,0.54
Apr 19,COL,Jhoulys Chacin,4.26,2.32
Apr 19,MIL,Brad Boxberger,0.00,1.48
Apr 19,TOR,Jordan Romano,0.00,1.61
Apr 19,PHI,Zach Eflin,4.50,2.49
Apr 19,DET,Michael Fulmer,0.00,0.61
Apr 19,MIL,Josh Hader,0.00,1.61
Apr 19,STL,Steven Matz,7.27,2.42
Apr 19,KCR,Scott Barlow,1.93,1.18
Apr 19,SDP,Steven Wilson,1.69,0.86
Apr 19,LAA,Shohei Ohtani,7.56,2.39
Apr 19,CHW,Kendall Graveman,0.00,0.99
Apr 19,KCR,Brad Keller,1.38,3.27
Apr 19,TBR,Jeffrey Springs,0.00,0.91
Apr 19,WSN,Erick Fedde,3.60,3.41
Apr 19,BAL,Dillon Tate,1.42,1.53
Apr 19,NYY,Lucas Luetge,2.08,0.11
Apr 19,COL,Tyler Kinley,0.00,1.24
Apr 19,WSN,Josh Rogers,3.72,3.32
