Date,Opp,Name,ERA,FIP
May 12,TOR,Kevin Gausman,2.13,0.77
May 12,SFG,Carlos Rodon,1.80,1.20
May 12,SDP,Joe Musgrove,2.08,2.39
May 12,ARI,Merrill Kelly,1.71,2.47
May 12,MIA,Pablo Lopez,1.00,2.20
May 12,CHW,Dylan Cease,2.38,1.97
May 12,LAA,Shohei Ohtani,2.78,2.12
May 12,DET,Tarik Skubal,2.94,2.40
May 12,ATL,Max Fried,2.68,2.60
May 12,ARI,Zac Gallen,0.95,2.12
May 12,LAD,Clayton Kershaw,1.80,2.25
May 12,STL,Miles Mikolas,1.49,2.97
May 12,NYY,Michael King,1.35,1.46
May 12,OAK,Paul Blackburn,1.74,2.14
May 12,TEX,Martin Perez,2.10,2.56
May 12,CHW,Michael Kopech,0.93,2.49
May 12,TBR,Shane McClanahan,2.52,2.65
May 12,ATL,Kyle Wright,3.03,2.72
May 12,HOU,Justin Verlander,1.55,3.14
May 12,NYY,Nestor Cortes,1.41,2.33
May 12,BAL,Bruce Zimmermann,2.67,2.55
May 12,SFG,Logan Webb,3.82,2.63
May 12,MIL,Freddy Peralta,4.40,2.38
May 12,MIN,Chris Paddack,4.03,1.72
May 12,LAD,Walker Buehler,1.96,2.98
May 12,NYM,Max Scherzer,2.92,3.03
May 12,NYM,Carlos Carrasco,3.19,3.03
May 12,LAA,Patrick Sandoval,2.03,2.44
May 12,MIL,Corbin Burnes,1.86,2.98
May 12,CLE,Triston McKenzie,2.76,2.74
May 12,SDP,MacKenzie Gore,2.42,2.61
May 12,SEA,Logan Gilbert,2.13,3.11
May 12,MIL,Eric Lauer,1.82,2.84
May 12,NYM,Chris Bassitt,2.45,3.44
May 12,COL,Chad Kuhl,2.88,3.55
May 12,TOR,Alek Manoah,1.75,3.25
May 12,PHI,Aaron Nola,3.83,3.46
May 12,WSN,Patrick Corbin,6.06,3.36
May 12,PHI,Zach Eflin,4.50,2.90
May 12,CIN,Tyler Mahle,6.46,3.54
May 12,SDP,Sean Manaea,3.75,3.45
May 12,MIL,Adrian Houser,3.86,3.38
May 12,NYY,Jameson Taillon,2.93,3.24
May 12,OAK,Frankie Montas,3.77,3.62
May 12,NYM,Tylor Megill,4.41,3.34
May 12,COL,Kyle Freeland,3.94,3.83
May 12,ATL,A.J. Minter,1.98,0.70
May 12,KCR,Zack Greinke,2.67,3.74
May 12,MIL,Josh Hader,0.00,1.26
May 12,LAA,Noah Syndergaard,2.45,3.39
May 12,MIN,Joe Ryan,2.56,3.40
May 12,SFG,Alex Cobb,3.98,2.18
May 12,MIL,Brad Boxberger,1.59,1.61
May 12,TBR,Drew Rasmussen,2.89,3.04
May 12,PHI,Zack Wheeler,4.10,3.07
May 12,NYY,Jordan Montgomery,2.90,3.21
May 12,STL,Adam Wainwright,3.18,3.38
May 12,PHI,Kyle Gibson,2.94,3.62
May 12,STL,Ryan Helsley,0.00,-0.89
May 12,BOS,Garrett Whitlock,2.19,2.91
May 12,CLE,Shane Bieber,4.13,3.36
May 12,NYY,Clay Holmes,0.55,1.70
May 12,MIN,Josh Winder,1.61,3.02
May 12,LAD,Julio Urias,2.10,3.78
May 12,COL,Austin Gomber,4.36,3.84
May 12,HOU,Jake Odorizzi,3.38,3.67
May 12,LAD,Tony Gonsolin,1.33,3.45
May 12,SDP,Yu Darvish,4.05,3.68
May 12,CLE,Trevor Stephan,1.35,1.54
May 12,MIL,Brandon Woodruff,5.97,3.60
May 12,TEX,Brock Burke,1.62,1.49
May 12,LAD,Tyler Anderson,2.78,3.24
May 12,MIA,Sandy Alcantara,2.74,4.07
May 12,TEX,Dane Dunning,3.38,3.52
May 12,HOU,Framber Valdez,3.34,3.58
May 12,TBR,Jeffrey Springs,2.12,2.29
May 12,WSN,Victor Arano,3.95,1.43
May 12,TBR,J.P. Feyereisen,0.00,1.98
May 12,ARI,Humberto Castellanos,4.32,3.43
May 12,LAD,Andrew Heaney,0.00,1.18
May 12,ATL,Kenley Jansen,3.00,1.03
May 12,KCR,Brad Keller,2.70,4.07
May 12,TOR,Ross Stripling,4.70,3.33
May 12,PIT,David Bednar,1.15,2.28
May 12,SEA,Robbie Ray,4.22,4.14
May 12,NYY,Gerrit Cole,2.67,3.57
May 12,WSN,Erick Fedde,3.90,4.18
May 12,BOS,Matt Strahm,2.45,1.66
May 12,SDP,Taylor Rogers,0.71,2.01
May 12,PHI,Corey Knebel,2.70,1.91
May 12,CHW,Matt Foster,1.23,1.89
May 12,DET,Eduardo Rodriguez,4.50,3.83
May 12,HOU,Hector Neris,0.60,1.78
