Date,Opp,Name,ERA,FIP
Jul 1,TOR,Kevin Gausman,2.93,1.68
Jul 1,MIA,Sandy Alcantara,1.95,3.02
Jul 1,SFG,Carlos Rodon,2.62,2.29
Jul 1,ATL,Max Fried,2.77,2.56
Jul 1,TEX,Martin Perez,2.22,2.58
Jul 1,PHI,Aaron Nola,3.13,2.94
Jul 1,PHI,Zack Wheeler,2.89,2.52
Jul 1,TBR,Shane McClanahan,1.77,2.54
Jul 1,CHW,Dylan Cease,2.56,2.50
Jul 1,LAA,Shohei Ohtani,2.68,2.52
Jul 1,SDP,Joe Musgrove,2.25,3.10
Jul 1,DET,Tarik Skubal,3.75,2.71
Jul 1,TOR,Alek Manoah,2.09,3.07
Jul 1,CLE,Shane Bieber,3.16,2.83
Jul 1,HOU,Justin Verlander,2.03,3.38
Jul 1,CIN,Tyler Mahle,4.53,3.36
Jul 1,MIL,Corbin Burnes,2.41,3.10
Jul 1,ATL,Kyle Wright,3.03,3.05
Jul 1,SFG,Logan Webb,3.04,3.01
Jul 1,SDP,Yu Darvish,3.26,3.18
Jul 1,OAK,Frankie Montas,3.20,3.19
Jul 1,STL,Miles Mikolas,2.57,3.32
Jul 1,NYY,Jameson Taillon,3.32,3.24
Jul 1,HOU,Framber Valdez,2.65,3.31
Jul 1,NYY,Gerrit Cole,2.99,3.18
Jul 1,BOS,Nick Pivetta,3.23,3.67
Jul 1,NYM,Taijuan Walker,2.72,3.08
Jul 1,NYY,Nestor Cortes,2.51,3.37
Jul 1,ARI,Merrill Kelly,3.64,3.30
Jul 1,LAD,Tyler Anderson,3.23,3.42
Jul 1,HOU,Cristian Javier,2.73,2.75
Jul 1,LAA,Patrick Sandoval,2.63,3.19
Jul 1,STL,Adam Wainwright,3.07,3.37
Jul 1,SEA,Logan Gilbert,2.66,3.46
Jul 1,ATL,Spencer Strider,3.02,2.18
Jul 1,MIA,Pablo Lopez,2.98,3.48
Jul 1,TEX,Jon Gray,3.89,3.25
Jul 1,LAD,Tony Gonsolin,1.58,3.36
Jul 1,CIN,Luis Castillo,3.32,3.18
Jul 1,COL,Chad Kuhl,3.49,3.94
Jul 1,SDP,Sean Manaea,3.92,3.79
Jul 1,MIL,Freddy Peralta,4.42,2.10
Jul 1,MIN,Sonny Gray,2.17,2.85
Jul 1,TBR,Corey Kluber,3.45,3.56
Jul 1,CLE,Emmanuel Clase,1.35,1.70
Jul 1,PIT,Jose Quintana,3.43,3.57
Jul 1,NYY,Michael King,2.38,2.30
Jul 1,CHC,Justin Steele,4.39,3.50
Jul 1,ATL,A.J. Minter,1.64,1.48
Jul 1,STL,Ryan Helsley,0.88,1.58
Jul 1,PHI,Kyle Gibson,4.48,3.88
Jul 1,TOR,Ross Stripling,3.12,3.04
Jul 1,NYY,Clay Holmes,0.49,1.69
Jul 1,LAD,Julio Urias,2.64,3.93
Jul 1,SDP,MacKenzie Gore,3.34,3.31
Jul 1,CHW,Michael Kopech,2.78,3.67
Jul 1,MIL,Josh Hader,1.09,1.69
Jul 1,NYM,Max Scherzer,2.54,2.95
Jul 1,NYY,Jordan Montgomery,3.27,3.72
Jul 1,NYM,Carlos Carrasco,4.85,3.71
Jul 1,COL,Antonio Senzatela,4.66,3.65
Jul 1,LAA,Noah Syndergaard,3.86,3.74
Jul 1,COL,Kyle Freeland,4.31,4.35
Jul 1,ARI,Zac Gallen,3.32,3.74
