,Date,Team,Loc,Opp,WL,RS,RA,Name,ERA,FIP
4090,Apr 24,royals,at,ARI,L,4,5,Tommy Henry,5.412842655433341,4.874726837766857
4091,Apr 25,royals,at,ARI,W,5,4,Ryne Nelson,4.91,5.47
4092,Apr 26,royals,at,ARI,L,0,2,Zac Gallen,2.59,2.2
4093,Apr 27,royals,at,MIN,L,1,7,Tyler Mahle,3.32,4.35
4094,Apr 28,royals,at,MIN,L,6,8,Pablo Lopez,3.0,2.75
4095,Apr 29,royals,at,MIN,W,3,2,Bailey Ober,1.59,3.46
4096,Apr 30,royals,at,MIN,L,4,8,Sonny Gray,0.62,2.08
4097,May 2,royals,vs,BAL,L,7,11,Tyler Wells,2.79,3.8
4098,May 3,royals,vs,BAL,W,6,0,Kyle Gibson,3.93,4.27
4099,May 4,royals,vs,BAL,L,10,13,Grayson Rodriguez,4.07,2.91
4100,May 5,royals,vs,OAK,L,8,12,Kyle Muller,6.28,5.38
4101,May 6,royals,vs,OAK,L,4,5,Ken Waldichuk,7.26,7.32
4102,May 7,royals,vs,OAK,W,5,1,Mason Miller,3.52,2.44
4103,May 8,royals,vs,CHW,W,12,5,Dylan Cease,4.58,4.27
4104,May 9,royals,vs,CHW,L,2,4,Lucas Giolito,3.67,3.81
4105,May 10,royals,vs,CHW,W,9,1,Lance Lynn,6.86,4.94
4106,May 11,royals,vs,CHW,W,4,3,Mike Clevinger,4.84,5.15
4107,May 12,royals,at,MIL,L,1,5,Corbin Burnes,3.86,4.27
4108,May 13,royals,at,MIL,L,3,4,Adrian Houser,3.86,1.78
4109,May 14,royals,at,MIL,L,6,9,Colin Rea,4.94,5.37
4110,May 15,royals,at,SDP,L,0,4,Michael Wacha,4.82,4.11
4111,May 16,royals,at,SDP,W,5,4,Seth Lugo,3.18,3.94
4112,May 17,royals,at,SDP,W,4,3,Yu Darvish,3.16,3.57
4113,May 19,royals,at,CHW,L,0,2,Michael Kopech,5.74,7.3
4114,May 20,royals,at,CHW,L,1,5,Lucas Giolito,3.86,3.73
4115,May 21,royals,at,CHW,L,2,5,Lance Lynn,6.66,4.75
4116,May 22,royals,vs,DET,L,5,8,Michael Lorenzen,3.44,3.78
4117,May 23,royals,vs,DET,W,4,1,Eduardo Rodriguez,2.06,3.23
4118,May 24,royals,vs,DET,L,4,6,Matthew Boyd,6.21,4.96
4119,May 26,royals,vs,WSN,L,10,12,Patrick Corbin,4.47,4.46
4120,May 27,royals,vs,WSN,L,2,4,Josiah Gray,2.65,4.34
4121,May 28,royals,vs,WSN,W,3,2,MacKenzie Gore,3.88,4.19
4122,May 29,royals,at,STL,W,7,0,Adam Wainwright,6.33,5.02
4123,May 30,royals,at,STL,L,1,2,Miles Mikolas,4.23,4.24
4124,Jun 2,royals,vs,COL,L,2,7,Chase Anderson,5.412842655433341,4.874726837766857
4125,Jun 3,royals,vs,COL,L,4,6,Austin Gomber,7.0,6.14
4126,Jun 4,royals,vs,COL,W,2,0,Kyle Freeland,4.22,4.97
4127,Jun 5,royals,at,MIA,L,6,9,Braxton Garrett,4.22,4.0
4128,Jun 6,royals,at,MIA,L,1,6,Jesus Luzardo,4.05,3.69
4129,Jun 7,royals,at,MIA,L,1,6,Edward Cabrera,4.5,4.2
4130,Jun 9,royals,at,BAL,L,2,3,Tyler Wells,3.29,4.56
4131,Jun 10,royals,at,BAL,L,1,6,Cole Irvin,10.38,5.36
4132,Jun 11,royals,at,BAL,L,3,11,Kyle Gibson,3.87,3.94
4133,Jun 12,royals,vs,CIN,L,4,5,Luke Weaver,5.412842655433341,4.874726837766857
4134,Jun 13,royals,vs,CIN,L,4,5,Brandon Williamson,5.412842655433341,4.874726837766857
4135,Jun 14,royals,vs,CIN,L,4,7,Ben Lively,5.412842655433341,4.874726837766857
4136,Jun 16,royals,vs,LAA,L,0,3,Patrick Sandoval,5.412842655433341,4.874726837766857
4137,Jun 17,royals,vs,LAA,W,10,9,Griffin Canning,5.412842655433341,4.874726837766857
4138,Jun 18,royals,vs,LAA,L,2,5,Tyler Anderson,5.412842655433341,4.874726837766857
4139,Jun 19,royals,at,DET,L,4,6,Reese Olson,5.412842655433341,4.874726837766857
4140,Jun 20,royals,at,DET,W,1,0,Michael Lorenzen,5.412842655433341,4.874726837766857
4141,Jun 21,royals,at,DET,L,4,9,Matthew Boyd,5.412842655433341,4.874726837766857
4142,Jun 22,royals,at,TBR,W,6,5,Shane McClanahan,5.412842655433341,4.874726837766857
4143,Jun 23,royals,at,TBR,L,3,11,Zach Eflin,5.412842655433341,4.874726837766857
4144,Jun 24,royals,at,TBR,W,9,4,Yonny Chirinos,5.412842655433341,4.874726837766857
4145,Jun 25,royals,at,TBR,L,1,3,Tyler Glasnow,5.412842655433341,4.874726837766857
4146,Jun 27,royals,vs,CLE,L,1,2,Gavin Williams,5.412842655433341,4.874726837766857
4147,Jun 28,royals,vs,CLE,L,1,14,Logan Allen,5.412842655433341,4.874726837766857
4148,Jun 29,royals,vs,CLE,W,4,3,Shane Bieber,5.412842655433341,4.874726837766857
4149,Jun 30,royals,vs,LAD,L,3,9,Bobby Miller,5.412842655433341,4.874726837766857
4150,Jul 1,royals,vs,LAD,W,6,4,Julio Urias,5.412842655433341,4.874726837766857
4151,Jul 2,royals,vs,LAD,W,9,1,Tony Gonsolin,5.412842655433341,4.874726837766857
4152,Jul 3,royals,at,MIN,L,4,8,Joe Ryan,5.412842655433341,4.874726837766857
4153,Jul 4,royals,at,MIN,L,3,9,Kenta Maeda,5.412842655433341,4.874726837766857
4154,Jul 5,royals,at,MIN,L,0,5,Pablo Lopez,5.412842655433341,4.874726837766857
4155,Jul 6,royals,at,CLE,L,1,6,Tanner Bibee,5.412842655433341,4.874726837766857
4156,Jul 7,royals,at,CLE,L,0,3,Aaron Civale,5.412842655433341,4.874726837766857
4157,Jul 8,royals,at,CLE,,,,Gavin Williams,5.412842655433341,4.874726837766857
4158,Jul 9,royals,at,CLE,,,,Shane Bieber,5.412842655433341,4.874726837766857
4159,Jul 14,royals,vs,TBR,,,,Tyler Glasnow,5.412842655433341,4.874726837766857
4160,Jul 15,royals,vs,TBR,,,,Zach Eflin,5.412842655433341,4.874726837766857
4161,Jul 16,royals,vs,TBR,,,,Taj Bradley,5.412842655433341,4.874726837766857
4162,Jul 17,royals,vs,DET,,,,Matt Manning,5.412842655433341,4.874726837766857
4163,Jul 18,royals,vs,DET,,,,Alex Faedo,5.412842655433341,4.874726837766857
4164,Jul 19,royals,vs,DET,,,,Eduardo Rodriguez,5.412842655433341,4.874726837766857
4165,Jul 20,royals,vs,DET,,,,Tarik Skubal,5.412842655433341,4.874726837766857
4166,Jul 21,royals,at,NYY,,,,Clarke Schmidt,5.412842655433341,4.874726837766857
4167,Jul 22,royals,at,NYY,,,,Gerrit Cole,5.412842655433341,4.874726837766857
4168,Jul 23,royals,at,NYY,,,,,5.412842655433341,4.874726837766857
4169,Jul 24,royals,at,CLE,,,,,5.412842655433341,4.874726837766857
4170,Jul 25,royals,at,CLE,,,,,5.412842655433341,4.874726837766857
4171,Jul 26,royals,at,CLE,,,,,5.412842655433341,4.874726837766857
4172,Jul 28,royals,vs,MIN,,,,,5.412842655433341,4.874726837766857
4173,Jul 29,royals,vs,MIN,,,,,5.412842655433341,4.874726837766857
4174,Jul 30,royals,vs,MIN,,,,,5.412842655433341,4.874726837766857
4175,Aug 1,royals,vs,NYM,,,,,5.412842655433341,4.874726837766857
4176,Aug 2,royals,vs,NYM,,,,,5.412842655433341,4.874726837766857
4177,Aug 3,royals,vs,NYM,,,,,5.412842655433341,4.874726837766857
4178,Aug 4,royals,at,PHI,,,,,5.412842655433341,4.874726837766857
4179,Aug 5,royals,at,PHI,,,,,5.412842655433341,4.874726837766857
4180,Aug 6,royals,at,PHI,,,,,5.412842655433341,4.874726837766857
4181,Aug 7,royals,at,BOS,,,,,5.412842655433341,4.874726837766857
4182,Aug 8,royals,at,BOS,,,,,5.412842655433341,4.874726837766857
4183,Aug 9,royals,at,BOS,,,,,5.412842655433341,4.874726837766857
4184,Aug 10,royals,at,BOS,,,,,5.412842655433341,4.874726837766857
4185,Aug 11,royals,vs,STL,,,,,5.412842655433341,4.874726837766857
4186,Aug 12,royals,vs,STL,,,,,5.412842655433341,4.874726837766857
4187,Aug 14,royals,vs,SEA,,,,,5.412842655433341,4.874726837766857
4188,Aug 15,royals,vs,SEA,,,,,5.412842655433341,4.874726837766857
4189,Aug 16,royals,vs,SEA,,,,,5.412842655433341,4.874726837766857
4190,Aug 17,royals,vs,SEA,,,,,5.412842655433341,4.874726837766857
4191,Aug 18,royals,at,CHC,,,,,5.412842655433341,4.874726837766857
4192,Aug 19,royals,at,CHC,,,,,5.412842655433341,4.874726837766857
4193,Aug 20,royals,at,CHC,,,,,5.412842655433341,4.874726837766857
4194,Aug 21,royals,at,OAK,,,,,5.412842655433341,4.874726837766857
4195,Aug 22,royals,at,OAK,,,,,5.412842655433341,4.874726837766857
4196,Aug 23,royals,at,OAK,,,,,5.412842655433341,4.874726837766857
4197,Aug 25,royals,at,SEA,,,,,5.412842655433341,4.874726837766857
4198,Aug 26,royals,at,SEA,,,,,5.412842655433341,4.874726837766857
4199,Aug 27,royals,at,SEA,,,,,5.412842655433341,4.874726837766857
4200,Aug 28,royals,vs,PIT,,,,,5.412842655433341,4.874726837766857
4201,Aug 29,royals,vs,PIT,,,,,5.412842655433341,4.874726837766857
4202,Aug 30,royals,vs,PIT,,,,,5.412842655433341,4.874726837766857
4203,Sep 1,royals,vs,BOS,,,,,5.412842655433341,4.874726837766857
4204,Sep 2,royals,vs,BOS,,,,,5.412842655433341,4.874726837766857
4205,Sep 3,royals,vs,BOS,,,,,5.412842655433341,4.874726837766857
4206,Sep 4,royals,vs,CHW,,,,,5.412842655433341,4.874726837766857
4207,Sep 5,royals,vs,CHW,,,,,5.412842655433341,4.874726837766857
4208,Sep 6,royals,vs,CHW,,,,,5.412842655433341,4.874726837766857
4209,Sep 8,royals,at,TOR,,,,,5.412842655433341,4.874726837766857
4210,Sep 9,royals,at,TOR,,,,,5.412842655433341,4.874726837766857
4211,Sep 10,royals,at,TOR,,,,,5.412842655433341,4.874726837766857
4212,Sep 11,royals,at,CHW,,,,,5.412842655433341,4.874726837766857
4213,Sep 12,royals,at,CHW,,,,,5.412842655433341,4.874726837766857
4214,Sep 13,royals,at,CHW,,,,,5.412842655433341,4.874726837766857
4215,Sep 15,royals,vs,HOU,,,,,5.412842655433341,4.874726837766857
4216,Sep 16,royals,vs,HOU,,,,,5.412842655433341,4.874726837766857
4217,Sep 17,royals,vs,HOU,,,,,5.412842655433341,4.874726837766857
4218,Sep 18,royals,vs,CLE,,,,,5.412842655433341,4.874726837766857
4219,Sep 19,royals,vs,CLE,,,,,5.412842655433341,4.874726837766857
4220,Sep 20,royals,vs,CLE,,,,,5.412842655433341,4.874726837766857
4221,Sep 22,royals,at,HOU,,,,,5.412842655433341,4.874726837766857
4222,Sep 23,royals,at,HOU,,,,,5.412842655433341,4.874726837766857
4223,Sep 24,royals,at,HOU,,,,,5.412842655433341,4.874726837766857
4224,Sep 26,royals,at,DET,,,,,5.412842655433341,4.874726837766857
4225,Sep 27,royals,at,DET,,,,,5.412842655433341,4.874726837766857
4226,Sep 28,royals,at,DET,,,,,5.412842655433341,4.874726837766857
4227,Sep 29,royals,vs,NYY,,,,,5.412842655433341,4.874726837766857
4228,Sep 30,royals,vs,NYY,,,,,5.412842655433341,4.874726837766857
4229,Oct 1,royals,vs,NYY,,,,,5.412842655433341,4.874726837766857
4230,na,na,na,na,na,na,na,na,5.412842655433341,4.874726837766857
4231,Mar 30,tigers,at,TBR,L,0,4,Shane McClanahan,5.412842655433341,4.874726837766857
4232,Apr 1,tigers,at,TBR,L,2,12,Zach Eflin,5.412842655433341,4.874726837766857
4233,Apr 2,tigers,at,TBR,L,1,5,Jeffrey Springs,5.412842655433341,4.874726837766857
4234,Apr 3,tigers,at,HOU,W,7,6,Hunter Brown,5.412842655433341,4.874726837766857
4235,Apr 4,tigers,at,HOU,W,6,3,Framber Valdez,0.0,2.28
4236,Apr 5,tigers,at,HOU,L,2,8,Cristian Javier,5.4,1.48
4237,Apr 6,tigers,vs,BOS,L,3,6,Chris Sale,21.0,15.28
4238,Apr 8,tigers,vs,BOS,L,5,14,Tanner Houck,5.4,7.08
4239,Apr 9,tigers,vs,BOS,L,1,4,Kutter Crawford,15.75,11.53
4240,Apr 11,tigers,at,TOR,L,3,9,Alek Manoah,4.35,6.28
4241,Apr 12,tigers,at,TOR,L,3,4,Kevin Gausman,0.0,1.7
4242,Apr 13,tigers,at,TOR,W,3,1,Chris Bassitt,10.61,10.78
4243,Apr 14,tigers,vs,SFG,W,7,5,Sean Manaea,4.5,5.78
4244,Apr 15,tigers,vs,SFG,W,7,6,Anthony DeSclafani,0.73,1.5
4245,Apr 18,tigers,vs,CLE,W,4,3,Hunter Gaddis,8.53,4.23
4246,Apr 18,tigers,vs,CLE,W,1,0,Peyton Battenfield,1.93,2.0
4247,Apr 19,tigers,vs,CLE,L,2,3,Cal Quantrill,5.74,4.75
4248,Apr 21,tigers,at,BAL,L,1,2,Tyler Wells,3.86,4.51
4249,Apr 22,tigers,at,BAL,L,1,5,Kyle Gibson,4.18,4.72
4250,Apr 23,tigers,at,BAL,L,1,2,Grayson Rodriguez,6.91,3.91
4251,Apr 24,tigers,at,MIL,W,4,2,Colin Rea,4.22,4.13
4252,Apr 25,tigers,at,MIL,W,4,3,Eric Lauer,4.3,5.5
4253,Apr 26,tigers,at,MIL,L,2,6,Freddy Peralta,3.97,3.59
4254,Apr 27,tigers,vs,BAL,L,4,7,Kyle Gibson,3.6,4.42
4255,Apr 29,tigers,vs,BAL,W,7,4,Dean Kremer,6.2,6.53
4256,Apr 29,tigers,vs,BAL,L,4,6,Grayson Rodriguez,5.12,3.59
4257,Apr 30,tigers,vs,BAL,L,3,5,Kyle Bradish,6.3,4.58
4258,May 3,tigers,vs,NYM,W,6,5,Joey Lucchesi,2.19,3.37
4259,May 3,tigers,vs,NYM,W,8,1,Max Scherzer,3.72,5.61
4260,May 4,tigers,vs,NYM,W,2,0,Justin Verlander,5.412842655433341,4.874726837766857
4261,May 5,tigers,at,STL,W,5,4,Jordan Montgomery,3.34,2.6
4262,May 6,tigers,at,STL,W,6,5,Adam Wainwright,5.412842655433341,4.874726837766857
4263,May 7,tigers,at,STL,L,6,12,Steven Matz,6.39,5.25
4264,May 8,tigers,at,CLE,W,6,2,Tanner Bibee,2.45,2.38
4265,May 9,tigers,at,CLE,L,0,2,Shane Bieber,2.96,3.96
4266,May 10,tigers,at,CLE,W,5,0,Peyton Battenfield,4.07,5.05
4267,May 12,tigers,vs,SEA,L,2,9,Marco Gonzales,4.7,4.13
4268,May 13,tigers,vs,SEA,L,0,5,Bryce Miller,0.75,1.03
4269,May 14,tigers,vs,SEA,W,5,3,Logan Gilbert,3.79,2.69
4270,May 16,tigers,vs,PIT,W,4,0,Luis L. Ortiz,5.412842655433341,4.874726837766857
4271,May 17,tigers,vs,PIT,L,0,8,Rich Hill,4.35,5.0
4272,May 19,tigers,at,WSN,W,8,6,Jake Irvin,4.11,3.41
4273,May 20,tigers,at,WSN,L,2,5,Patrick Corbin,4.65,4.46
4274,May 21,tigers,at,WSN,L,4,6,Josiah Gray,2.73,4.18
4275,May 22,tigers,at,KCR,W,8,5,Brady Singer,7.09,4.77
4276,May 23,tigers,at,KCR,L,1,4,Mike Mayers,3.38,10.41
4277,May 24,tigers,at,KCR,W,6,4,Zack Greinke,4.82,4.6
4278,May 25,tigers,vs,CHW,W,7,2,Lucas Giolito,3.62,3.82
4279,May 26,tigers,vs,CHW,L,3,12,Lance Lynn,6.28,4.71
4280,May 27,tigers,vs,CHW,W,7,3,Jesse Scholtens,2.25,3.53
4281,May 28,tigers,vs,CHW,W,6,5,Dylan Cease,4.6,4.32
4282,May 29,tigers,vs,TEX,L,0,5,Nathan Eovaldi,2.6,2.46
4283,May 30,tigers,vs,TEX,L,6,10,Martin Perez,3.83,4.58
4284,May 31,tigers,vs,TEX,W,3,2,Dane Dunning,1.67,2.98
4285,Jun 2,tigers,at,CHW,L,0,3,Mike Clevinger,4.56,5.1
4286,Jun 3,tigers,at,CHW,L,1,2,Dylan Cease,4.88,4.4
4287,Jun 4,tigers,at,CHW,L,2,6,Michael Kopech,4.52,5.77
4288,Jun 5,tigers,at,PHI,L,3,8,Aaron Nola,4.7,4.4
4289,Jun 6,tigers,at,PHI,L,0,1,Taijuan Walker,5.65,5.39
4290,Jun 8,tigers,at,PHI,L,2,3,Zack Wheeler,4.33,2.85
4291,Jun 9,tigers,vs,ARI,L,6,11,Merrill Kelly,2.8,3.67
4292,Jun 10,tigers,vs,ARI,L,0,5,Ryne Nelson,5.4,4.84
4293,Jun 11,tigers,vs,ARI,L,5,7,Zac Gallen,2.75,2.22
4294,Jun 12,tigers,vs,ATL,W,6,5,Charlie Morton,5.412842655433341,4.874726837766857
4295,Jun 14,tigers,vs,ATL,L,7,10,Spencer Strider,5.412842655433341,4.874726837766857
4296,Jun 14,tigers,vs,ATL,L,5,6,Dylan Dodd,5.412842655433341,4.874726837766857
4297,Jun 15,tigers,at,MIN,W,8,4,Sonny Gray,5.412842655433341,4.874726837766857
4298,Jun 16,tigers,at,MIN,W,7,1,Joe Ryan,5.412842655433341,4.874726837766857
4299,Jun 17,tigers,at,MIN,L,0,2,Jose De Leon,5.412842655433341,4.874726837766857
4300,Jun 18,tigers,at,MIN,W,6,4,Louie Varland,5.412842655433341,4.874726837766857
4301,Jun 19,tigers,vs,KCR,W,6,4,Jordan Lyles,5.412842655433341,4.874726837766857
4302,Jun 20,tigers,vs,KCR,L,0,1,Daniel Lynch,5.412842655433341,4.874726837766857
4303,Jun 21,tigers,vs,KCR,W,9,4,Brady Singer,5.412842655433341,4.874726837766857
4304,Jun 23,tigers,vs,MIN,L,1,4,Kenta Maeda,5.412842655433341,4.874726837766857
4305,Jun 24,tigers,vs,MIN,W,3,2,Pablo Lopez,5.412842655433341,4.874726837766857
4306,Jun 25,tigers,vs,MIN,L,3,6,Bailey Ober,5.412842655433341,4.874726837766857
4307,Jun 26,tigers,at,TEX,W,7,2,Andrew Heaney,5.412842655433341,4.874726837766857
4308,Jun 27,tigers,at,TEX,L,3,8,Martin Perez,5.412842655433341,4.874726837766857
4309,Jun 28,tigers,at,TEX,L,2,10,Dane Dunning,5.412842655433341,4.874726837766857
4310,Jun 29,tigers,at,TEX,W,8,5,Cody Bradford,5.412842655433341,4.874726837766857
4311,Jun 30,tigers,at,COL,L,5,8,Austin Gomber,5.412842655433341,4.874726837766857
4312,Jul 1,tigers,at,COL,W,4,2,Peter Lambert,5.412842655433341,4.874726837766857
4313,Jul 2,tigers,at,COL,W,14,9,Connor Seabold,5.412842655433341,4.874726837766857
4314,Jul 4,tigers,vs,OAK,L,0,1,JP Sears,5.412842655433341,4.874726837766857
4315,Jul 5,tigers,vs,OAK,L,3,12,Austin Pruitt,5.412842655433341,4.874726837766857
4316,Jul 6,tigers,vs,OAK,W,9,0,Hogan Harris,5.412842655433341,4.874726837766857
4317,Jul 7,tigers,vs,TOR,L,2,12,Alek Manoah,5.412842655433341,4.874726837766857
4318,Jul 8,tigers,vs,TOR,W,2,0,Kevin Gausman,5.412842655433341,4.874726837766857
4319,Jul 9,tigers,vs,TOR,,,,Chris Bassitt,5.412842655433341,4.874726837766857
4320,Jul 14,tigers,at,SEA,,,,George Kirby,5.412842655433341,4.874726837766857
4321,Jul 15,tigers,at,SEA,,,,Logan Gilbert,5.412842655433341,4.874726837766857
4322,Jul 16,tigers,at,SEA,,,,Luis Castillo,5.412842655433341,4.874726837766857
4323,Jul 17,tigers,at,KCR,,,,Ryan Yarbrough,5.412842655433341,4.874726837766857
4324,Jul 18,tigers,at,KCR,,,,Alec Marsh,5.412842655433341,4.874726837766857
4325,Jul 19,tigers,at,KCR,,,,Jordan Lyles,5.412842655433341,4.874726837766857
4326,Jul 20,tigers,at,KCR,,,,Brady Singer,5.412842655433341,4.874726837766857
4327,Jul 21,tigers,vs,SDP,,,,Blake Snell,5.412842655433341,4.874726837766857
4328,Jul 22,tigers,vs,SDP,,,,Seth Lugo,5.412842655433341,4.874726837766857
4329,Jul 23,tigers,vs,SDP,,,,,5.412842655433341,4.874726837766857
4330,Jul 25,tigers,vs,LAA,,,,,5.412842655433341,4.874726837766857
4331,Jul 26,tigers,vs,LAA,,,,,5.412842655433341,4.874726837766857
4332,Jul 27,tigers,vs,LAA,,,,,5.412842655433341,4.874726837766857
4333,Jul 28,tigers,at,MIA,,,,,5.412842655433341,4.874726837766857
4334,Jul 29,tigers,at,MIA,,,,,5.412842655433341,4.874726837766857
4335,Jul 30,tigers,at,MIA,,,,,5.412842655433341,4.874726837766857
4336,Aug 1,tigers,at,PIT,,,,,5.412842655433341,4.874726837766857
4337,Aug 2,tigers,at,PIT,,,,,5.412842655433341,4.874726837766857
4338,Aug 4,tigers,vs,TBR,,,,,5.412842655433341,4.874726837766857
4339,Aug 5,tigers,vs,TBR,,,,,5.412842655433341,4.874726837766857
4340,Aug 6,tigers,vs,TBR,,,,,5.412842655433341,4.874726837766857
4341,Aug 7,tigers,vs,MIN,,,,,5.412842655433341,4.874726837766857
4342,Aug 8,tigers,vs,MIN,,,,,5.412842655433341,4.874726837766857
4343,Aug 9,tigers,vs,MIN,,,,,5.412842655433341,4.874726837766857
4344,Aug 10,tigers,vs,MIN,,,,,5.412842655433341,4.874726837766857
4345,Aug 11,tigers,at,BOS,,,,,5.412842655433341,4.874726837766857
4346,Aug 12,tigers,at,BOS,,,,,5.412842655433341,4.874726837766857
4347,Aug 13,tigers,at,BOS,,,,,5.412842655433341,4.874726837766857
4348,Aug 15,tigers,at,MIN,,,,,5.412842655433341,4.874726837766857
4349,Aug 16,tigers,at,MIN,,,,,5.412842655433341,4.874726837766857
4350,Aug 17,tigers,at,CLE,,,,,5.412842655433341,4.874726837766857
4351,Aug 18,tigers,at,CLE,,,,,5.412842655433341,4.874726837766857
4352,Aug 19,tigers,at,CLE,,,,,5.412842655433341,4.874726837766857
4353,Aug 20,tigers,at,CLE,,,,,5.412842655433341,4.874726837766857
4354,Aug 21,tigers,vs,CHC,,,,,5.412842655433341,4.874726837766857
4355,Aug 22,tigers,vs,CHC,,,,,5.412842655433341,4.874726837766857
4356,Aug 23,tigers,vs,CHC,,,,,5.412842655433341,4.874726837766857
4357,Aug 25,tigers,vs,HOU,,,,,5.412842655433341,4.874726837766857
4358,Aug 26,tigers,vs,HOU,,,,,5.412842655433341,4.874726837766857
4359,Aug 27,tigers,vs,HOU,,,,,5.412842655433341,4.874726837766857
4360,Aug 28,tigers,vs,NYY,,,,,5.412842655433341,4.874726837766857
4361,Aug 29,tigers,vs,NYY,,,,,5.412842655433341,4.874726837766857
4362,Aug 30,tigers,vs,NYY,,,,,5.412842655433341,4.874726837766857
4363,Aug 31,tigers,vs,NYY,,,,,5.412842655433341,4.874726837766857
4364,Sep 1,tigers,at,CHW,,,,,5.412842655433341,4.874726837766857
4365,Sep 2,tigers,at,CHW,,,,,5.412842655433341,4.874726837766857
4366,Sep 3,tigers,at,CHW,,,,,5.412842655433341,4.874726837766857
4367,Sep 5,tigers,at,NYY,,,,,5.412842655433341,4.874726837766857
4368,Sep 6,tigers,at,NYY,,,,,5.412842655433341,4.874726837766857
4369,Sep 7,tigers,at,NYY,,,,,5.412842655433341,4.874726837766857
4370,Sep 8,tigers,vs,CHW,,,,,5.412842655433341,4.874726837766857
4371,Sep 9,tigers,vs,CHW,,,,,5.412842655433341,4.874726837766857
4372,Sep 10,tigers,vs,CHW,,,,,5.412842655433341,4.874726837766857
4373,Sep 12,tigers,vs,CIN,,,,,5.412842655433341,4.874726837766857
4374,Sep 13,tigers,vs,CIN,,,,,5.412842655433341,4.874726837766857
4375,Sep 14,tigers,vs,CIN,,,,,5.412842655433341,4.874726837766857
4376,Sep 15,tigers,at,LAA,,,,,5.412842655433341,4.874726837766857
4377,Sep 16,tigers,at,LAA,,,,,5.412842655433341,4.874726837766857
4378,Sep 17,tigers,at,LAA,,,,,5.412842655433341,4.874726837766857
4379,Sep 18,tigers,at,LAD,,,,,5.412842655433341,4.874726837766857
4380,Sep 19,tigers,at,LAD,,,,,5.412842655433341,4.874726837766857
4381,Sep 20,tigers,at,LAD,,,,,5.412842655433341,4.874726837766857
4382,Sep 21,tigers,at,OAK,,,,,5.412842655433341,4.874726837766857
4383,Sep 22,tigers,at,OAK,,,,,5.412842655433341,4.874726837766857
4384,Sep 23,tigers,at,OAK,,,,,5.412842655433341,4.874726837766857
4385,Sep 24,tigers,at,OAK,,,,,5.412842655433341,4.874726837766857
4386,Sep 26,tigers,vs,KCR,,,,,5.412842655433341,4.874726837766857
4387,Sep 27,tigers,vs,KCR,,,,,5.412842655433341,4.874726837766857
4388,Sep 28,tigers,vs,KCR,,,,,5.412842655433341,4.874726837766857
4389,Sep 29,tigers,vs,CLE,,,,,5.412842655433341,4.874726837766857
4390,Sep 30,tigers,vs,CLE,,,,,5.412842655433341,4.874726837766857
4391,Oct 1,tigers,vs,CLE,,,,,5.412842655433341,4.874726837766857
4392,na,na,na,na,na,na,na,na,5.412842655433341,4.874726837766857
4393,Mar 30,twins,at,KCR,W,2,0,Zack Greinke,5.412842655433341,4.874726837766857
4394,Apr 1,twins,at,KCR,W,2,0,Jordan Lyles,5.412842655433341,4.874726837766857
4395,Apr 2,twins,at,KCR,W,7,4,Brad Keller,5.412842655433341,4.874726837766857
4396,Apr 3,twins,at,MIA,W,11,1,Johnny Cueto,5.412842655433341,4.874726837766857
4397,Apr 4,twins,at,MIA,L,0,1,Sandy Alcantara,4.76,4.7
4398,Apr 5,twins,at,MIA,L,2,5,Jesus Luzardo,0.0,3.64
4399,Apr 7,twins,vs,HOU,W,3,2,Jose Urquidy,6.75,8.03
4400,Apr 8,twins,vs,HOU,W,9,6,Luis Garcia,5.4,6.08
4401,Apr 9,twins,vs,HOU,L,1,5,Hunter Brown,7.71,3.07
4402,Apr 10,twins,vs,CHW,L,3,4,Dylan Cease,1.59,2.84
4403,Apr 11,twins,vs,CHW,W,4,3,Lance Lynn,9.0,8.68
4404,Apr 12,twins,vs,CHW,W,3,1,Lucas Giolito,9.0,4.84
4405,Apr 13,twins,at,NYY,W,11,2,Jhony Brito,0.9,2.58
4406,Apr 14,twins,at,NYY,W,4,3,Nestor Cortes,2.61,2.32
4407,Apr 15,twins,at,NYY,L,1,6,Domingo German,5.87,6.55
4408,Apr 16,twins,at,NYY,L,0,2,Gerrit Cole,1.4,2.09
4409,Apr 18,twins,at,BOS,L,4,5,Chris Sale,11.25,7.53
4410,Apr 19,twins,at,BOS,W,10,4,Corey Kluber,6.92,6.67
4411,Apr 20,twins,at,BOS,L,5,11,Tanner Houck,4.5,4.5
4412,Apr 21,twins,vs,WSN,L,2,3,Trevor Williams,3.52,4.59
4413,Apr 22,twins,vs,WSN,L,4,10,Chad Kuhl,8.59,7.24
4414,Apr 23,twins,vs,WSN,W,3,1,Patrick Corbin,6.3,4.83
4415,Apr 24,twins,vs,NYY,W,6,1,Jhony Brito,5.4,4.08
4416,Apr 25,twins,vs,NYY,W,6,2,Nestor Cortes,3.09,3.41
4417,Apr 26,twins,vs,NYY,L,6,12,Domingo German,4.5,4.43
4418,Apr 27,twins,vs,KCR,W,7,1,Zack Greinke,4.61,4.71
4419,Apr 28,twins,vs,KCR,W,8,6,Jordan Lyles,4.88,5.49
4420,Apr 29,twins,vs,KCR,L,2,3,Brad Keller,3.96,4.72
4421,Apr 30,twins,vs,KCR,W,8,4,Brady Singer,6.67,4.58
4422,May 2,twins,at,CHW,L,2,3,Michael Kopech,7.01,7.34
