Date,Opp,Name,ERA,FIP
Apr 22,ARI,Zac Gallen,2.59,2.2
Apr 22,NYY,Gerrit Cole,0.95,1.87
Apr 22,SEA,Luis Castillo,0.73,1.66
Apr 22,LAA,Shohei Ohtani,0.64,2.5
Apr 22,TEX,Jacob deGrom,3.48,1.25
Apr 22,MIN,Sonny Gray,0.82,2.15
Apr 22,CHC,Marcus Stroman,0.75,2.58
Apr 22,TBR,Shane McClanahan,1.57,2.37
Apr 22,TEX,Nathan Eovaldi,5.4,2.22
Apr 22,HOU,Hunter Brown,3.09,2.64
Apr 22,ATL,Spencer Strider,2.45,2.24
Apr 22,ATL,Bryce Elder,1.14,2.48
Apr 22,TBR,Drew Rasmussen,2.01,2.48
Apr 22,MIA,Jesus Luzardo,2.74,2.76
Apr 22,MIN,Pablo Lopez,1.73,2.67
Apr 22,SDP,Seth Lugo,2.78,2.75
Apr 22,STL,Jordan Montgomery,4.84,2.84
Apr 22,PIT,David Bednar,0.9,1.18
Apr 22,PHI,Zack Wheeler,4.79,2.85
Apr 22,TBR,Jeffrey Springs,0.56,1.85
Apr 22,SEA,George Kirby,3.57,2.75
Apr 22,TBR,Taj Bradley,2.61,0.57
Apr 22,TOR,Jose Berrios,6.23,2.64
Apr 22,HOU,Framber Valdez,1.8,3.0
Apr 22,CIN,Graham Ashcraft,1.88,3.45
Apr 22,CIN,Hunter Greene,4.24,2.46
Apr 22,NYY,Nestor Cortes,3.09,3.41
Apr 22,CLE,Shane Bieber,2.88,3.08
Apr 22,SFG,Anthony DeSclafani,2.63,2.87
Apr 22,CHC,Drew Smyly,3.13,3.33
Apr 22,PIT,Roansy Contreras,4.57,3.05
Apr 22,SEA,Logan Gilbert,3.57,3.06
Apr 22,SDP,Yu Darvish,3.44,2.74
Apr 22,CHC,Jameson Taillon,4.5,1.86
Apr 22,TOR,Kevin Gausman,3.65,3.57
Apr 22,LAD,Clayton Kershaw,2.52,3.36
Apr 22,CHW,Dylan Cease,2.01,3.28
