Date,Opp,Name,ERA,FIP
Apr 15,TEX,Jacob deGrom,4.32,1.18
Apr 15,NYY,Gerrit Cole,1.4,2.09
Apr 15,STL,Jordan Montgomery,2.45,2.25
Apr 15,CIN,Nick Lodolo,2.12,1.93
Apr 15,SEA,Luis Castillo,1.02,2.04
Apr 15,TOR,Kevin Gausman,1.35,2.53
Apr 15,TBR,Jeffrey Springs,0.56,1.85
Apr 15,LAD,Julio Urias,1.5,2.28
Apr 15,MIN,Pablo Lopez,1.35,2.23
Apr 15,MIN,Sonny Gray,0.53,2.28
Apr 15,CLE,Shane Bieber,2.37,2.44
Apr 15,CHC,Marcus Stroman,1.0,2.56
Apr 15,SEA,Logan Gilbert,2.7,2.38
Apr 15,TBR,Shane McClanahan,1.59,2.4
Apr 15,MIA,Jesus Luzardo,1.93,2.96
Apr 15,TBR,Drew Rasmussen,2.6,2.53
Apr 15,SFG,Anthony DeSclafani,0.73,1.5
Apr 15,CIN,Hunter Greene,5.14,2.43
Apr 15,ATL,Spencer Strider,3.38,2.22
Apr 15,TEX,Nathan Eovaldi,6.32,2.26
Apr 15,LAA,Shohei Ohtani,0.47,3.13
Apr 15,LAD,Dustin May,1.47,3.12
Apr 15,KCR,Kris Bubic,1.64,1.47
Apr 15,PHI,Zack Wheeler,4.02,3.16
Apr 15,ARI,Zac Gallen,4.58,3.23
Apr 15,TOR,Jose Berrios,7.98,2.33
Apr 15,MIN,Joe Ryan,2.84,3.07
Apr 15,CHW,Dylan Cease,1.65,2.98
Apr 15,HOU,Framber Valdez,1.89,3.34
Apr 15,CIN,Graham Ashcraft,2.08,3.21
Apr 15,NYY,Nestor Cortes,2.6,3.75
Apr 15,CLE,Aaron Civale,2.84,2.49
Apr 15,PHI,Matt Strahm,0.0,1.88
Apr 15,PIT,David Bednar,1.8,0.68
Apr 15,ATL,Bryce Elder,0.0,2.39
Apr 15,MIL,Freddy Peralta,0.75,2.45
Apr 15,CHC,Justin Steele,1.42,3.6
Apr 15,SEA,Matt Brash,4.05,0.88
Apr 15,HOU,Hunter Brown,3.09,2.77
Apr 15,COL,Kyle Freeland,0.96,4.3
Apr 15,PHI,Aaron Nola,7.04,3.61
Apr 15,CHC,Jameson Taillon,7.0,1.95
Apr 15,KCR,Aroldis Chapman,0.0,0.28
Apr 15,CHW,Mike Clevinger,2.2,3.77
Apr 15,TBR,Zach Eflin,3.27,2.56
Apr 15,MIN,Jorge Lopez,0.0,1.18
Apr 15,SDP,Ryan Weathers,2.7,3.18
Apr 15,HOU,Cristian Javier,4.24,3.7
Apr 15,CLE,Eli Morgan,0.0,0.78
Apr 15,TEX,Will Smith,1.5,1.28
Apr 15,MIL,Brandon Woodruff,0.79,3.11
Apr 15,MIN,Tyler Mahle,4.09,2.65
Apr 15,PHI,Jose Alvarado,1.42,0.28
Apr 15,MIA,Sandy Alcantara,5.79,3.77
Apr 15,KCR,Jordan Lyles,5.19,3.75
Apr 15,OAK,Zach Jackson,1.35,1.63
Apr 15,TBR,Kevin Kelly,3.12,2.13
Apr 15,WSN,MacKenzie Gore,3.0,3.75
Apr 15,SDP,Seth Lugo,1.38,3.36
Apr 15,CIN,Alex Young,1.42,1.23
Apr 15,SDP,Josh Hader,1.5,1.12
Apr 15,HOU,Jose Urquidy,2.35,4.26
Apr 15,TBR,Taj Bradley,5.4,0.68
Apr 15,NYM,David Robertson,0.0,0.76
Apr 15,STL,Ryan Helsley,3.18,1.52
Apr 15,BAL,Grayson Rodriguez,6.75,2.53
Apr 15,PHI,Bailey Falter,4.8,4.02
Apr 15,LAD,Michael Grove,14.73,2.33
Apr 15,TBR,Josh Fleming,6.43,1.71
Apr 15,SEA,Gabe Speier,0.0,1.86
Apr 15,CIN,Alexis Diaz,6.23,0.52
Apr 15,CIN,Fernando Cruz,5.63,2.03
Apr 15,CHW,Jimmy Lambert,2.57,2.14
Apr 15,NYY,Ian Hamilton,2.08,1.21
Apr 15,NYY,Ron Marinaccio,1.5,1.62
Apr 15,ARI,Andrew Chafin,0.0,1.78
Apr 15,TOR,Tim Mayza,1.93,1.57
Apr 15,CHW,Lucas Giolito,6.0,3.88
Apr 15,BAL,Danny Coulombe,0.0,1.17
Apr 15,KCR,Brad Keller,2.12,3.93
Apr 15,STL,Drew VerHagen,2.7,1.33
Apr 15,WSN,Carl Edwards Jr.,1.23,2.88
Apr 15,LAA,Andrew Wantz,0.0,0.88
Apr 15,SFG,Alex Cobb,3.14,3.56
Apr 15,ATL,Jesse Chavez,0.0,1.39
Apr 15,PHI,Taijuan Walker,4.2,4.28
Apr 15,SFG,Jakob Junis,2.7,2.58
Apr 15,BAL,Felix Bautista,1.35,2.08
Apr 15,BAL,Bryan Baker,3.68,2.06
Apr 15,SEA,Trevor Gott,3.12,2.36
Apr 15,WSN,Trevor Williams,3.52,4.59
Apr 15,LAA,Patrick Sandoval,1.23,4.03
Apr 15,COL,Brent Suter,2.16,2.08
Apr 15,LAA,Jose Quijada,0.0,2.28
Apr 15,BOS,Josh Winckowski,1.5,2.7
Apr 15,COL,German Marquez,4.41,4.45
Apr 15,MIL,Devin Williams,0.0,0.78
Apr 15,STL,Zack Thompson,0.0,1.86
Apr 15,ATL,A.J. Minter,2.57,2.43
Apr 15,MIN,Kenta Maeda,4.09,3.47
Apr 15,SEA,George Kirby,4.35,3.38
Apr 15,BAL,Cionel Perez,5.14,2.14
Apr 15,KCR,Zack Greinke,3.31,4.08
Apr 15,CLE,Hunter Gaddis,8.53,4.23
Apr 15,LAD,Noah Syndergaard,5.63,4.35
Apr 15,PIT,Johan Oviedo,2.45,4.16
Apr 15,MIA,Dylan Floro,0.0,2.08
Apr 15,CIN,Ian Gibaut,3.18,3.28
Apr 15,STL,Giovanny Gallegos,0.0,-0.22
Apr 15,LAD,Clayton Kershaw,3.5,4.4
Apr 15,BAL,Kyle Gibson,3.44,4.21
Apr 15,BAL,Keegan Akin,8.31,1.44
Apr 15,NYY,Michael King,2.57,1.86
Apr 15,TOR,Jordan Romano,3.86,2.71
Apr 15,PIT,Mitch Keller,3.57,4.36
Apr 15,PIT,Duane Underwood Jr.,5.68,1.86
Apr 15,LAA,Griffin Canning,3.6,2.28
Apr 15,PHI,Andrew Bellatti,4.05,2.23
Apr 15,CLE,Peyton Battenfield,1.93,2.0
Apr 15,MIA,Braxton Garrett,4.7,3.28
Apr 15,SDP,Yu Darvish,4.76,3.99
Apr 15,CHC,Adbert Alzolay,2.25,2.66
Apr 15,LAA,Reid Detmers,5.59,4.01
Apr 15,ATL,Dylan Lee,0.0,2.65
Apr 15,CHC,Drew Smyly,6.52,4.11
Apr 15,LAA,Tucker Davidson,2.57,2.0
Apr 15,NYY,Jhony Brito,6.75,4.13
Apr 15,SFG,Logan Webb,4.76,4.28
Apr 15,MIL,Corbin Burnes,5.19,4.38
Apr 15,MIA,JT Chargois,0.0,1.44
Apr 15,ATL,Charlie Morton,3.86,4.26
Apr 15,ARI,Miguel Castro,3.38,3.1
Apr 15,LAD,Phil Bickford,4.26,2.02
Apr 15,ATL,Nick Anderson,3.18,2.75
Apr 15,DET,Matthew Boyd,4.0,4.06
Apr 15,SFG,Sean Manaea,4.76,4.61
Apr 15,OAK,Adrian Martinez,3.27,2.92
Apr 15,BOS,John Schreiber,1.29,2.57
Apr 15,OAK,Kyle Muller,5.52,4.31
Apr 15,CHC,Michael Fulmer,1.69,2.91
Apr 15,BOS,Kenley Jansen,0.0,1.28
Apr 15,HOU,Hector Neris,2.84,3.76
Apr 15,COL,Brad Hand,1.93,2.43
Apr 15,MIN,Griffin Jax,2.84,2.97
Apr 15,SDP,Michael Wacha,6.06,4.75
Apr 15,SDP,Steven Wilson,1.08,3.4
Apr 15,CLE,Cal Quantrill,5.74,4.75
Apr 15,WSN,Mason Thompson,1.74,3.57
Apr 15,COL,Dinelson Lamet,5.68,2.65
Apr 15,MIL,Bryse Wilson,1.0,2.62
